"","basin_name","use_type","year","acre_feet"
"1","Apple Creek","Industrial","2019",454.5
"2","Apple Creek","Industrial","2018",20.6
"3","Apple Creek","Industrial","2017",20.9
"4","Apple Creek","Industrial","2016",21.8
"5","Apple Creek","Industrial","2015",41.5
"6","Apple Creek","Industrial","2014",64.9
"7","Apple Creek","Industrial","2013",76.2
"8","Apple Creek","Industrial","2012",75
"9","Apple Creek","Industrial","2011",69
"10","Apple Creek","Industrial","2010",87.6
"11","Apple Creek","Irrigation","2019",9137.1
"12","Apple Creek","Irrigation","2018",20381
"13","Apple Creek","Irrigation","2017",28137.4
"14","Apple Creek","Irrigation","2016",21686.8
"15","Apple Creek","Irrigation","2015",22364.8
"16","Apple Creek","Irrigation","2014",20599.6
"17","Apple Creek","Irrigation","2013",28582.6
"18","Apple Creek","Irrigation","2012",22605.8
"19","Apple Creek","Irrigation","2011",13673.8
"20","Apple Creek","Irrigation","2010",19388
"21","Apple Creek","Municipal","2019",257.9
"22","Apple Creek","Municipal","2018",269.5
"23","Apple Creek","Municipal","2017",289.3
"24","Apple Creek","Municipal","2016",281.4
"25","Apple Creek","Municipal","2015",307.8
"26","Apple Creek","Municipal","2014",331.9
"27","Apple Creek","Municipal","2013",330.4
"28","Apple Creek","Municipal","2012",302.9
"29","Apple Creek","Municipal","2011",294.6
"30","Apple Creek","Municipal","2010",327.7
"31","Apple Creek","Rural Water","2019",4.3
"32","Apple Creek","Rural Water","2018",4.3
"33","Apple Creek","Rural Water","2017",4.3
"34","Apple Creek","Rural Water","2016",4.3
"35","Apple Creek","Rural Water","2015",4.3
"36","Apple Creek","Rural Water","2014",4.2
"37","Apple Creek","Rural Water","2013",4.1
"38","Apple Creek","Rural Water","2012",4.2
"39","Apple Creek","Rural Water","2011",4.3
"40","Apple Creek","Rural Water","2010",4.3
"41","Beaver","Industrial","2019",4.7
"42","Beaver","Industrial","2018",4.6
"43","Beaver","Industrial","2017",4.3
"44","Beaver","Industrial","2016",3.4
"45","Beaver","Industrial","2015",3.6
"46","Beaver","Industrial","2014",2.3
"47","Beaver","Industrial","2013",1.6
"48","Beaver","Industrial","2012",1.7
"49","Beaver","Industrial","2011",0.8
"50","Beaver","Industrial","2010",0.5
"51","Beaver","Irrigation","2019",222.8
"52","Beaver","Irrigation","2018",913.6
"53","Beaver","Irrigation","2017",1035.9
"54","Beaver","Irrigation","2016",720.5
"55","Beaver","Irrigation","2015",737.9
"56","Beaver","Irrigation","2014",567.4
"57","Beaver","Irrigation","2013",965.8
"58","Beaver","Irrigation","2012",1072.5
"59","Beaver","Irrigation","2011",471.6
"60","Beaver","Irrigation","2010",552.1
"61","Beaver","Municipal","2019",138.9
"62","Beaver","Municipal","2018",138.4
"63","Beaver","Municipal","2017",128.3
"64","Beaver","Municipal","2016",103.6
"65","Beaver","Municipal","2015",138.2
"66","Beaver","Municipal","2014",169.4
"67","Beaver","Municipal","2013",222
"68","Beaver","Municipal","2012",255.9
"69","Beaver","Municipal","2011",338
"70","Beaver","Municipal","2010",350.9
"71","Beaver","Rural Water","2019",0.1
"72","Beaver","Rural Water","2018",0.1
"73","Beaver","Rural Water","2017",0.1
"74","Beaver","Rural Water","2016",0.2
"75","Beaver","Rural Water","2015",0.2
"76","Beaver","Rural Water","2014",0.8
"77","Beaver","Rural Water","2013",0.8
"78","Beaver","Rural Water","2012",1
"79","Beaver","Rural Water","2011",1
"80","Beaver","Rural Water","2010",0.7
"81","Bois De Sioux","Industrial","2019",60.4
"82","Bois De Sioux","Industrial","2018",56.8
"83","Bois De Sioux","Industrial","2017",57.4
"84","Bois De Sioux","Industrial","2016",55.5
"85","Bois De Sioux","Industrial","2014",70.3
"86","Bois De Sioux","Industrial","2013",57.5
"87","Bois De Sioux","Industrial","2012",61.1
"88","Bois De Sioux","Industrial","2011",41.1
"89","Bois De Sioux","Industrial","2010",39.6
"90","Bois De Sioux","Irrigation","2019",0
"91","Bois De Sioux","Irrigation","2018",5.8
"92","Bois De Sioux","Irrigation","2017",35.2
"93","Bois De Sioux","Irrigation","2016",60.2
"94","Bois De Sioux","Irrigation","2015",67
"95","Bois De Sioux","Irrigation","2014",51.4
"96","Bois De Sioux","Irrigation","2013",66.4
"97","Bois De Sioux","Irrigation","2012",72.6
"98","Bois De Sioux","Municipal","2019",30.9
"99","Bois De Sioux","Municipal","2018",33.1
"100","Bois De Sioux","Municipal","2017",36.8
"101","Bois De Sioux","Municipal","2016",42.4
"102","Bois De Sioux","Municipal","2015",40.2
"103","Bois De Sioux","Municipal","2014",32.1
"104","Bois De Sioux","Municipal","2013",38.3
"105","Bois De Sioux","Municipal","2012",34.7
"106","Bois De Sioux","Municipal","2011",33.2
"107","Bois De Sioux","Municipal","2010",32.6
"108","Brush Lake Closed Basin","Industrial","2019",10.1
"109","Brush Lake Closed Basin","Industrial","2018",20.4
"110","Brush Lake Closed Basin","Industrial","2017",16.1
"111","Brush Lake Closed Basin","Industrial","2016",69.5
"112","Brush Lake Closed Basin","Industrial","2015",106.2
"113","Brush Lake Closed Basin","Industrial","2014",147.1
"114","Brush Lake Closed Basin","Industrial","2013",217.5
"115","Brush Lake Closed Basin","Industrial","2012",179
"116","Brush Lake Closed Basin","Industrial","2011",117.4
"117","Brush Lake Closed Basin","Industrial","2010",10.9
"118","Brush Lake Closed Basin","Irrigation","2019",1351.8
"119","Brush Lake Closed Basin","Irrigation","2018",1682.3
"120","Brush Lake Closed Basin","Irrigation","2017",2500.7
"121","Brush Lake Closed Basin","Irrigation","2016",1798.8
"122","Brush Lake Closed Basin","Irrigation","2015",1481.2
"123","Brush Lake Closed Basin","Irrigation","2014",1654
"124","Brush Lake Closed Basin","Irrigation","2013",1320.7
"125","Brush Lake Closed Basin","Irrigation","2012",1691
"126","Brush Lake Closed Basin","Irrigation","2011",1657.4
"127","Brush Lake Closed Basin","Irrigation","2010",1931.1
"128","Brush Lake Closed Basin","Municipal","2019",38.2
"129","Brush Lake Closed Basin","Municipal","2018",35.5
"130","Brush Lake Closed Basin","Municipal","2017",44.4
"131","Brush Lake Closed Basin","Municipal","2016",7.8
"132","Brush Lake Closed Basin","Municipal","2015",9.3
"133","Brush Lake Closed Basin","Municipal","2014",19.6
"134","Brush Lake Closed Basin","Municipal","2013",26.6
"135","Brush Lake Closed Basin","Municipal","2012",39.3
"136","Brush Lake Closed Basin","Municipal","2011",22.1
"137","Brush Lake Closed Basin","Municipal","2010",27.1
"138","Cedar","Industrial","2015",0
"139","Cedar","Industrial","2014",0
"140","Cedar","Industrial","2013",0
"141","Cedar","Industrial","2012",0
"142","Cedar","Industrial","2011",0
"143","Cedar","Industrial","2010",0
"144","Charlie-Little Muddy","Industrial","2019",91.4
"145","Charlie-Little Muddy","Industrial","2018",118.3
"146","Charlie-Little Muddy","Industrial","2017",119.8
"147","Charlie-Little Muddy","Industrial","2016",133.8
"148","Charlie-Little Muddy","Industrial","2015",164.8
"149","Charlie-Little Muddy","Industrial","2014",113.6
"150","Charlie-Little Muddy","Industrial","2013",11.1
"151","Charlie-Little Muddy","Industrial","2012",7.6
"152","Charlie-Little Muddy","Industrial","2011",0.8
"153","Charlie-Little Muddy","Industrial","2010",0.8
"154","Charlie-Little Muddy","Irrigation","2019",0
"155","Charlie-Little Muddy","Irrigation","2018",0
"156","Charlie-Little Muddy","Irrigation","2017",0
"157","Charlie-Little Muddy","Irrigation","2016",0
"158","Charlie-Little Muddy","Irrigation","2015",0
"159","Charlie-Little Muddy","Irrigation","2014",0
"160","Charlie-Little Muddy","Irrigation","2013",0
"161","Charlie-Little Muddy","Irrigation","2012",0
"162","Charlie-Little Muddy","Irrigation","2011",0
"163","Charlie-Little Muddy","Irrigation","2010",0
"164","Deep","Industrial","2019",264.4
"165","Deep","Industrial","2018",156
"166","Deep","Industrial","2017",213.6
"167","Deep","Industrial","2016",315.9
"168","Deep","Industrial","2015",394
"169","Deep","Industrial","2014",315.4
"170","Deep","Industrial","2013",344.8
"171","Deep","Industrial","2012",529.1
"172","Deep","Industrial","2011",546.2
"173","Deep","Industrial","2010",469.7
"174","Deep","Irrigation","2019",1.5
"175","Deep","Irrigation","2018",0.1
"176","Deep","Irrigation","2017",2.9
"177","Deep","Irrigation","2016",2.7
"178","Deep","Irrigation","2015",3.5
"179","Deep","Irrigation","2014",2.7
"180","Deep","Irrigation","2013",3
"181","Deep","Irrigation","2012",4.4
"182","Deep","Irrigation","2011",2.2
"183","Deep","Irrigation","2010",3.1
"184","Deep","Municipal","2019",1.6
"185","Deep","Municipal","2018",1.6
"186","Deep","Municipal","2017",0.1
"187","Deep","Municipal","2016",5.8
"188","Deep","Municipal","2015",13.1
"189","Deep","Municipal","2014",12.4
"190","Deep","Municipal","2013",13
"191","Deep","Municipal","2012",11.8
"192","Deep","Municipal","2011",94.5
"193","Deep","Municipal","2010",114.4
"194","Deep","Rural Water","2019",0
"195","Deep","Rural Water","2018",0
"196","Deep","Rural Water","2017",0
"197","Deep","Rural Water","2016",0
"198","Deep","Rural Water","2015",0
"199","Deep","Rural Water","2014",0
"200","Deep","Rural Water","2013",86.7
"201","Deep","Rural Water","2012",86
"202","Deep","Rural Water","2011",80.8
"203","Deep","Rural Water","2010",84.4
"204","Des Lacs","Industrial","2019",19.3
"205","Des Lacs","Industrial","2018",28.4
"206","Des Lacs","Industrial","2017",38.2
"207","Des Lacs","Industrial","2016",27.7
"208","Des Lacs","Industrial","2015",15.4
"209","Des Lacs","Industrial","2014",17.2
"210","Des Lacs","Industrial","2013",5.1
"211","Des Lacs","Industrial","2012",157.4
"212","Des Lacs","Industrial","2011",107.7
"213","Des Lacs","Industrial","2010",77.1
"214","Des Lacs","Irrigation","2012",48.7
"215","Des Lacs","Irrigation","2011",48.8
"216","Des Lacs","Irrigation","2010",48.7
"217","Des Lacs","Municipal","2019",33.5
"218","Des Lacs","Municipal","2018",50.8
"219","Des Lacs","Municipal","2017",36.1
"220","Des Lacs","Municipal","2016",36.3
"221","Des Lacs","Municipal","2015",38.9
"222","Des Lacs","Municipal","2014",39
"223","Des Lacs","Municipal","2013",35.8
"224","Des Lacs","Municipal","2012",112.9
"225","Des Lacs","Municipal","2011",51
"226","Des Lacs","Municipal","2010",62.6
"227","Des Lacs","Rural Water","2019",102.9
"228","Des Lacs","Rural Water","2018",240.7
"229","Des Lacs","Rural Water","2017",218.4
"230","Des Lacs","Rural Water","2016",185.3
"231","Des Lacs","Rural Water","2015",197.4
"232","Des Lacs","Rural Water","2014",184.2
"233","Des Lacs","Rural Water","2013",200.3
"234","Des Lacs","Rural Water","2012",117.2
"235","Des Lacs","Rural Water","2011",119.4
"236","Des Lacs","Rural Water","2010",112.2
"237","Devils Lake","Industrial","2016",0
"238","Devils Lake","Industrial","2015",0
"239","Devils Lake","Industrial","2014",0
"240","Devils Lake","Industrial","2013",0
"241","Devils Lake","Industrial","2012",0
"242","Devils Lake","Industrial","2011",0
"243","Devils Lake","Industrial","2010",0
"244","Devils Lake","Irrigation","2019",684.3
"245","Devils Lake","Irrigation","2018",780.3
"246","Devils Lake","Irrigation","2017",908.1
"247","Devils Lake","Irrigation","2016",264.1
"248","Devils Lake","Irrigation","2015",422.1
"249","Devils Lake","Irrigation","2014",605.7
"250","Devils Lake","Irrigation","2013",937.9
"251","Devils Lake","Irrigation","2012",733.5
"252","Devils Lake","Irrigation","2011",568.7
"253","Devils Lake","Irrigation","2010",888.2
"254","Devils Lake","Multiple Use","2015",0
"255","Devils Lake","Multiple Use","2014",0
"256","Devils Lake","Multiple Use","2013",0
"257","Devils Lake","Multiple Use","2012",0
"258","Devils Lake","Multiple Use","2011",0
"259","Devils Lake","Multiple Use","2010",0
"260","Devils Lake","Municipal","2019",248
"261","Devils Lake","Municipal","2018",265.2
"262","Devils Lake","Municipal","2017",429
"263","Devils Lake","Municipal","2016",519.6
"264","Devils Lake","Municipal","2015",499.6
"265","Devils Lake","Municipal","2014",476.3
"266","Devils Lake","Municipal","2013",337.5
"267","Devils Lake","Municipal","2012",482.4
"268","Devils Lake","Municipal","2011",481.9
"269","Devils Lake","Municipal","2010",462.3
"270","Elm","Industrial","2019",0
"271","Elm","Industrial","2018",0
"272","Elm","Industrial","2017",0
"273","Elm","Industrial","2016",0
"274","Elm","Industrial","2015",0.5
"275","Elm","Industrial","2014",0.5
"276","Elm","Industrial","2013",0.3
"277","Elm","Industrial","2012",0.7
"278","Elm","Industrial","2011",0.7
"279","Elm","Industrial","2010",1.1
"280","Elm","Irrigation","2019",395
"281","Elm","Irrigation","2018",550.5
"282","Elm","Irrigation","2017",673.6
"283","Elm","Irrigation","2016",375.5
"284","Elm","Irrigation","2015",518.6
"285","Elm","Irrigation","2014",415.9
"286","Elm","Irrigation","2013",733.5
"287","Elm","Irrigation","2012",563.7
"288","Elm","Irrigation","2011",170
"289","Elm","Irrigation","2010",335.1
"290","Elm","Municipal","2019",0
"291","Elm","Municipal","2018",0
"292","Elm","Municipal","2017",0
"293","Elm","Municipal","2016",0
"294","Elm","Municipal","2015",0
"295","Elm","Municipal","2014",0
"296","Elm","Municipal","2013",0
"297","Elm","Municipal","2012",7.4
"298","Elm","Municipal","2011",6.7
"299","Elm","Municipal","2010",4.3
"300","Elm-Marsh","Irrigation","2019",810
"301","Elm-Marsh","Irrigation","2018",3126.6
"302","Elm-Marsh","Irrigation","2017",3107.3
"303","Elm-Marsh","Irrigation","2016",2625.1
"304","Elm-Marsh","Irrigation","2015",2795.4
"305","Elm-Marsh","Irrigation","2014",2909.7
"306","Elm-Marsh","Irrigation","2013",4882.1
"307","Elm-Marsh","Irrigation","2012",4346
"308","Elm-Marsh","Irrigation","2011",635.3
"309","Elm-Marsh","Irrigation","2010",1645.3
"310","Elm-Marsh","Municipal","2019",0
"311","Elm-Marsh","Municipal","2018",0.1
"312","Elm-Marsh","Municipal","2017",0
"313","Elm-Marsh","Municipal","2016",0
"314","Elm-Marsh","Municipal","2015",0
"315","Elm-Marsh","Municipal","2014",0
"316","Elm-Marsh","Municipal","2013",0
"317","Elm-Marsh","Municipal","2012",0.5
"318","Elm-Marsh","Municipal","2011",0
"319","Elm-Marsh","Municipal","2010",0.6
"320","Elm-Marsh","Rural Water","2019",436.4
"321","Elm-Marsh","Rural Water","2018",485
"322","Elm-Marsh","Rural Water","2017",389.5
"323","Elm-Marsh","Rural Water","2016",413.7
"324","Elm-Marsh","Rural Water","2015",351.5
"325","Elm-Marsh","Rural Water","2014",252.7
"326","Elm-Marsh","Rural Water","2013",235.3
"327","Elm-Marsh","Rural Water","2012",202.6
"328","Elm-Marsh","Rural Water","2011",194.6
"329","Elm-Marsh","Rural Water","2010",138.4
"330","Forest","Domestic","2019",39
"331","Forest","Domestic","2018",61.7
"332","Forest","Domestic","2017",68.4
"333","Forest","Domestic","2016",66
"334","Forest","Domestic","2015",64.5
"335","Forest","Domestic","2014",59.8
"336","Forest","Domestic","2013",48.9
"337","Forest","Domestic","2012",56.2
"338","Forest","Domestic","2011",56
"339","Forest","Domestic","2010",54.6
"340","Forest","Industrial","2019",5.1
"341","Forest","Industrial","2018",4.2
"342","Forest","Industrial","2017",3.4
"343","Forest","Industrial","2016",3.6
"344","Forest","Industrial","2015",5.3
"345","Forest","Industrial","2014",4.2
"346","Forest","Industrial","2013",3.5
"347","Forest","Industrial","2012",4.4
"348","Forest","Industrial","2011",4.5
"349","Forest","Industrial","2010",3.1
"350","Forest","Irrigation","2019",1409.5
"351","Forest","Irrigation","2018",1588.4
"352","Forest","Irrigation","2017",1534.4
"353","Forest","Irrigation","2016",998.6
"354","Forest","Irrigation","2015",1398.6
"355","Forest","Irrigation","2014",1145.6
"356","Forest","Irrigation","2013",1596
"357","Forest","Irrigation","2012",1882.9
"358","Forest","Irrigation","2011",1311.6
"359","Forest","Irrigation","2010",1292.6
"360","Forest","Municipal","2019",233.6
"361","Forest","Municipal","2018",217
"362","Forest","Municipal","2017",230.2
"363","Forest","Municipal","2016",213
"364","Forest","Municipal","2015",218
"365","Forest","Municipal","2014",167.2
"366","Forest","Municipal","2013",210.1
"367","Forest","Municipal","2012",209.5
"368","Forest","Municipal","2011",203
"369","Forest","Municipal","2010",202
"370","Forest","Rural Water","2019",544.5
"371","Forest","Rural Water","2018",700.4
"372","Forest","Rural Water","2017",717.8
"373","Forest","Rural Water","2016",689.6
"374","Forest","Rural Water","2015",747.9
"375","Forest","Rural Water","2014",794.1
"376","Forest","Rural Water","2013",797.4
"377","Forest","Rural Water","2012",861.8
"378","Forest","Rural Water","2011",514.9
"379","Forest","Rural Water","2010",379.7
"380","Goose","Industrial","2019",0.1
"381","Goose","Industrial","2018",0.1
"382","Goose","Industrial","2017",0.1
"383","Goose","Industrial","2016",0.1
"384","Goose","Industrial","2015",0.1
"385","Goose","Industrial","2014",0.1
"386","Goose","Industrial","2013",0.1
"387","Goose","Industrial","2012",0.1
"388","Goose","Industrial","2011",0.2
"389","Goose","Industrial","2010",0.2
"390","Goose","Irrigation","2019",381.8
"391","Goose","Irrigation","2018",2563.7
"392","Goose","Irrigation","2017",2929.2
"393","Goose","Irrigation","2016",1797.7
"394","Goose","Irrigation","2015",1048.4
"395","Goose","Irrigation","2014",1033.8
"396","Goose","Irrigation","2013",1725.7
"397","Goose","Irrigation","2012",1529.5
"398","Goose","Irrigation","2011",38.1
"399","Goose","Irrigation","2010",461.7
"400","Goose","Municipal","2019",2.5
"401","Goose","Municipal","2018",3.3
"402","Goose","Municipal","2017",2.6
"403","Goose","Municipal","2016",2.2
"404","Goose","Municipal","2015",1.9
"405","Goose","Municipal","2014",3.1
"406","Goose","Municipal","2013",167.7
"407","Goose","Municipal","2012",189.4
"408","Goose","Municipal","2011",210
"409","Goose","Municipal","2010",232.8
"410","Goose","Rural Water","2019",390.4
"411","Goose","Rural Water","2018",501.6
"412","Goose","Rural Water","2017",490.5
"413","Goose","Rural Water","2016",477.6
"414","Goose","Rural Water","2015",516.4
"415","Goose","Rural Water","2014",669.1
"416","Goose","Rural Water","2013",508
"417","Goose","Rural Water","2012",436.6
"418","Goose","Rural Water","2011",296.2
"419","Goose","Rural Water","2010",430.7
"420","Grand","Irrigation","2019",0
"421","Grand","Municipal","2019",0
"422","Grand","Municipal","2018",0.2
"423","Grand","Municipal","2017",0
"424","Grand","Municipal","2016",0.2
"425","Grand","Municipal","2015",0.3
"426","Grand","Municipal","2014",0.3
"427","Grand","Municipal","2013",0.4
"428","Grand","Municipal","2012",0.3
"429","Grand","Municipal","2011",0
"430","Grand","Municipal","2010",0
"431","Headwaters Souris River","Industrial","2019",0.3
"432","Headwaters Souris River","Industrial","2018",0
"433","Headwaters Souris River","Industrial","2017",0
"434","Headwaters Souris River","Industrial","2016",1
"435","Headwaters Souris River","Industrial","2015",0
"436","Headwaters Souris River","Industrial","2014",0
"437","Headwaters Souris River","Industrial","2013",1.6
"438","Headwaters Souris River","Industrial","2012",9.4
"439","Headwaters Souris River","Industrial","2011",10.4
"440","Headwaters Souris River","Industrial","2010",9.4
"441","Headwaters Souris River","Municipal","2016",0
"442","Headwaters Souris River","Municipal","2015",0
"443","Headwaters Souris River","Municipal","2014",0
"444","Headwaters Souris River","Municipal","2013",22.7
"445","Headwaters Souris River","Municipal","2012",24.8
"446","Headwaters Souris River","Municipal","2011",21.8
"447","Headwaters Souris River","Municipal","2010",21.1
"448","James Headwaters","Industrial","2019",18.4
"449","James Headwaters","Industrial","2018",36.9
"450","James Headwaters","Industrial","2017",18.7
"451","James Headwaters","Industrial","2016",18.6
"452","James Headwaters","Industrial","2015",18.5
"453","James Headwaters","Industrial","2014",42
"454","James Headwaters","Industrial","2013",42
"455","James Headwaters","Industrial","2012",41.6
"456","James Headwaters","Industrial","2011",41.6
"457","James Headwaters","Industrial","2010",41.6
"458","James Headwaters","Irrigation","2019",1299.9
"459","James Headwaters","Irrigation","2018",1860.4
"460","James Headwaters","Irrigation","2017",1952.3
"461","James Headwaters","Irrigation","2016",2132.6
"462","James Headwaters","Irrigation","2015",3261.9
"463","James Headwaters","Irrigation","2014",1371.3
"464","James Headwaters","Irrigation","2013",2358.1
"465","James Headwaters","Irrigation","2012",1869.7
"466","James Headwaters","Irrigation","2011",386.4
"467","James Headwaters","Irrigation","2010",1291.8
"468","James Headwaters","Multiple Use","2019",72.3
"469","James Headwaters","Multiple Use","2018",130.9
"470","James Headwaters","Multiple Use","2017",117.8
"471","James Headwaters","Multiple Use","2016",118
"472","James Headwaters","Multiple Use","2015",138.3
"473","James Headwaters","Multiple Use","2014",93.5
"474","James Headwaters","Multiple Use","2013",113.9
"475","James Headwaters","Multiple Use","2012",145.1
"476","James Headwaters","Multiple Use","2011",89.2
"477","James Headwaters","Multiple Use","2010",136
"478","James Headwaters","Municipal","2019",641.1
"479","James Headwaters","Municipal","2018",632.1
"480","James Headwaters","Municipal","2017",666.1
"481","James Headwaters","Municipal","2016",716.4
"482","James Headwaters","Municipal","2015",644.3
"483","James Headwaters","Municipal","2014",640.5
"484","James Headwaters","Municipal","2013",613.5
"485","James Headwaters","Municipal","2012",580.2
"486","James Headwaters","Municipal","2011",547.4
"487","James Headwaters","Municipal","2010",528.1
"488","James Headwaters","Rural Water","2019",370.9
"489","James Headwaters","Rural Water","2018",369.6
"490","James Headwaters","Rural Water","2017",357.5
"491","James Headwaters","Rural Water","2016",369.5
"492","James Headwaters","Rural Water","2015",393.5
"493","James Headwaters","Rural Water","2014",371.8
"494","James Headwaters","Rural Water","2013",376
"495","James Headwaters","Rural Water","2012",365.1
"496","James Headwaters","Rural Water","2011",320.1
"497","James Headwaters","Rural Water","2010",359
"498","Knife","Industrial","2019",264.2
"499","Knife","Industrial","2018",517.3
"500","Knife","Industrial","2017",520.2
"501","Knife","Industrial","2016",150.3
"502","Knife","Industrial","2015",302.1
"503","Knife","Industrial","2014",459.1
"504","Knife","Industrial","2013",520.6
"505","Knife","Industrial","2012",610.1
"506","Knife","Industrial","2011",508.1
"507","Knife","Industrial","2010",500.3
"508","Knife","Irrigation","2019",951
"509","Knife","Irrigation","2018",1357.3
"510","Knife","Irrigation","2017",1306.5
"511","Knife","Irrigation","2016",878.4
"512","Knife","Irrigation","2015",972.8
"513","Knife","Irrigation","2014",501
"514","Knife","Irrigation","2013",765.5
"515","Knife","Irrigation","2012",1003.5
"516","Knife","Irrigation","2011",389.2
"517","Knife","Irrigation","2010",793.8
"518","Knife","Municipal","2019",413.6
"519","Knife","Municipal","2018",449.5
"520","Knife","Municipal","2017",431
"521","Knife","Municipal","2016",397.7
"522","Knife","Municipal","2015",596.1
"523","Knife","Municipal","2014",600.2
"524","Knife","Municipal","2013",609.1
"525","Knife","Municipal","2012",732.4
"526","Knife","Municipal","2011",801.2
"527","Knife","Municipal","2010",859.3
"528","Knife","Power Generation","2013",0
"529","Knife","Power Generation","2012",0
"530","Knife","Power Generation","2011",0
"531","Knife","Power Generation","2010",0.1
"532","Knife","Rural Water","2019",0
"533","Knife","Rural Water","2018",0
"534","Knife","Rural Water","2017",0
"535","Knife","Rural Water","2016",0
"536","Knife","Rural Water","2015",0
"537","Knife","Rural Water","2014",0
"538","Knife","Rural Water","2013",4.6
"539","Knife","Rural Water","2012",3.7
"540","Knife","Rural Water","2011",2.8
"541","Knife","Rural Water","2010",2.8
"542","Lake Sakakawea","Industrial","2019",6697.3
"543","Lake Sakakawea","Industrial","2018",6362.6
"544","Lake Sakakawea","Industrial","2017",4585
"545","Lake Sakakawea","Industrial","2016",2317.5
"546","Lake Sakakawea","Industrial","2015",4378.3
"547","Lake Sakakawea","Industrial","2014",5725.6
